city,area,district,body_name,org_name,body_type,address,phone,email,website,lat,lon,source_url,notes
Москва,Юго-Восточный административный округ,район Текстильщики,Учебно-консультационный пункт по гражданской обороне и чрезвычайным ситуациям района Текстильщики,Государственное бюджетное учреждение «Жилищник района Текстильщики»,ukp,"город Москва, улица Саратовская, дом 3, корпус 1",(495) 225-26-70,Zhilishchnik-Textil@puvao.mos.ru,,55.713923162,37.732309041,https://data.mos.ru/opendata/1135,"Учебно-консультационный пункт по ГО и ЧС. график: вт 15:00-17:00, чт 15:00-17:00"
Москва,Южный административный округ,район Бирюлёво Восточное,Учебно-консультационный пункт по гражданской обороне и чрезвычайным ситуациям района Бирюлево Восточное,Государственное бюджетное учреждение «Жилищник района Бирюлево Восточное»,ukp,"город Москва, улица Липецкая, дом 17, корпус 1",(495) 655-20-64,gobv@rambler.ru,,55.58011714,37.685765755,https://data.mos.ru/opendata/1135,"Учебно-консультационный пункт по ГО и ЧС. график: вт 15:00-17:00, чт 15:00-17:00"
Москва,Южный административный округ,район Бирюлёво Западное,Учебно-консультационный пункт по гражданской обороне и чрезвычайным ситуациям района Бирюлево Западное,Государственное бюджетное учреждение «Жилищник района Бирюлёво Западное»,ukp,"город Москва, улица Булатниковская, дом 3, корпус 2",(495) 384-05-00; (495) 383-44-43; (903) 970-20-42,dez-bz@mail.ru,,55.579138438,37.655717302,https://data.mos.ru/opendata/1135,"Учебно-консультационный пункт по ГО и ЧС. график: вт 15:00-17:00, чт 15:00-17:00"
Москва,Южный административный округ,район Братеево,Учебно-консультационный пункт по гражданской обороне и чрезвычайным ситуациям района Братеево,Государственное бюджетное учреждение «Жилищник района Братеево»,ukp,"город Москва, улица Ключевая, дом 22, корпус 2, кабинет № 13",(495) 342-33-11,gbu_ot@bk.ru; v-s-n@bk.ru,,55.631808181,37.762104894,https://data.mos.ru/opendata/1135,"Учебно-консультационный пункт по ГО и ЧС. график: вт 15:00-17:00, чт 15:00-17:00. Контактный номер телефона (495) 342-33-11, добавочный 2103"
Москва,Южный административный округ,район Нагатино-Садовники,Учебно-консультационный пункт по гражданской обороне и чрезвычайным ситуациям района Нагатино-Садовники,"Государственное бюджетное учреждение «Жилищник района Нагатино-Садовники» (участок 1, ОДС №155)",ukp,"город Москва, улица Академика Миллионщикова, дом 14, корпус 2",(499) 614-81-96,info@gbuns.ru,,55.67003983,37.647667139,https://data.mos.ru/opendata/1135,"Учебно-консультационный пункт по ГО и ЧС. график: вт 15:00-17:00, чт 15:00-17:00"
Москва,Южный административный округ,район Чертаново Северное,Учебно-консультационный пункт по гражданской обороне и чрезвычайным ситуациям района Чертаново Северное,Государственное бюджетное учреждение «Жилищник района Чертаново Северное»,ukp,"город Москва, улица Чертановская, дом 9, корпус 4, строение 2",(495) 981-85-15; (495) 315-50-36,315-50-36@mail.ru,,55.627894629,37.60399377,https://data.mos.ru/opendata/1135,"Учебно-консультационный пункт по ГО и ЧС. график: вт 15:00-17:00, чт 15:00-17:00"
Москва,Южный административный округ,район Чертаново Южное,Учебно-консультационный пункт по гражданской обороне и чрезвычайным ситуациям района Чертаново Южное,Государственное бюджетное учреждение «Жилищник района Чертаново Южное»,ukp,"город Москва, Варшавское шоссе, дом 131, корпус 4",(495) 389-47-09; (925) 471-35-10,chu-zhil@yandex.ru,,55.60441334,37.615258814,https://data.mos.ru/opendata/1135,"Учебно-консультационный пункт по ГО и ЧС. график: вт 15:00-17:00, чт 15:00-17:00. Телефон: (495)389-47-09, доб. 401"
Москва,Южный административный округ,район Чертаново Центральное,Учебно-консультационный пункт по гражданской обороне и чрезвычайным ситуациям района Чертаново Центральное,Государственное бюджетное учреждение «Жилищник района Чертаново Центральное»,ukp,"город Москва, улица Чертановская, дом 42, корпус 3",(495) 313-30-65,gbuchc@mail.ru,,55.611190934,37.58935492,https://data.mos.ru/opendata/1135,"Учебно-консультационный пункт по ГО и ЧС. график: вт 15:00-17:00, чт 15:00-17:00"
Москва,Юго-Западный административный округ,Академический район,Учебно-консультационный пункт по гражданской обороне и чрезвычайным ситуациям района Академический,"Государственное бюджетное учреждение «Жилищник района Академический» (Объединённая диспетчерская служба, отдельный вход с улицы Новочерёмушкинская)",ukp,"Новочерёмушкинская улица, дом 20/23",(916) 093-33-59,gbu-akadem@uzao.mos.ru,,55.682052077,37.578596197,https://data.mos.ru/opendata/1135,"Учебно-консультационный пункт по ГО и ЧС. график: вт 09:00-12:00, чт 14:00-17:00"
Москва,Юго-Западный административный округ,Гагаринский район,Учебно-консультационный пункт по гражданской обороне и чрезвычайным ситуациям района Гагаринский,"Государственное бюджетное учреждение «Жилищник района Гагаринский» (4 участок, вход между 14 и 15 подъездами)",ukp,"город Москва, Ленинский проспект, дом 66",(900) 656-65-71,info@gbu-gagarin.ru,,55.690687004,37.548679569,https://data.mos.ru/opendata/1135,"Учебно-консультационный пункт по ГО и ЧС. график: вт 14:00-17:00, чт 14:00-17:00"
Москва,Юго-Западный административный округ,район Котловка,Учебно-консультационный пункт по гражданской обороне и чрезвычайным ситуациям района Котловка,"Государственное бюджетное учреждение «Жилищник района Котловка» ( административное здание, 2-й этаж, помещение 6)",ukp,"город Москва, Севастопольский проспект, дом 51, корпус 5",(915) 013-17-11,GBU-KOTLOVKA@uzao.mos.ru,,55.668089468,37.58617512,https://data.mos.ru/opendata/1135,"Учебно-консультационный пункт по ГО и ЧС. график: пн 08:00-17:00, вт 08:00-17:00, ср 08:00-17:00, чт 08:00-17:00, пт 08:00-15:45"
Москва,Юго-Западный административный округ,Ломоносовский район,Учебно-консультационный пункт по гражданской обороне и чрезвычайным ситуациям района Ломоносовский,"Государственное бюджетное учреждение «Жилищник района Ломоносовский» (1 этаж жилого дома, отдельный вход со стороны Ленинского проспекта)",ukp,"город Москва, улица Академика Пилюгина, дом 16",(901) 761-18-01,zhil_lomo@bk.ru,,55.668458556,37.535343086,https://data.mos.ru/opendata/1135,"Учебно-консультационный пункт по ГО и ЧС. график: пн 08:00-17:00, вт 08:00-17:00, ср 08:00-17:00, чт 08:00-17:00, пт 08:00-15:45"
Москва,Новомосковский административный округ,Филимонковский район,Учебно-консультационный пункт по гражданской обороне и чрезвычайным ситуациям Филимонковского района (поселок Птичное),Управа Филимонковского района,ukp,"город Москва, поселение Первомайское, поселок Птичное, улица Центральная, дом 105",(499) 652-60-96,URFI-bgochs-fil@tinao.mos.ru,,55.521508395,37.217559904,https://data.mos.ru/opendata/1135,"Учебно-консультационный пункт по ГО и ЧС. график: вт 15:00-17:00, чт 15:00-17:00"
Москва,Центральный административный округ,район Замоскворечье,Учебно-консультационный пункт по гражданской обороне и чрезвычайным ситуациям района Замоскворечье,помещение Государственного бюджетного учреждения «Жилищник района Замоскворечье» (вывеска УКП),ukp,"город Москва, улица Татарская, дом 5, строение 2",(495) 230-57-87,gbu-zamoskvorechye@pcao.mos.ru,,55.73445792,37.638927921,https://data.mos.ru/opendata/1135,"Учебно-консультационный пункт по ГО и ЧС. график: вт 14:00-17:00, чт 14:00-17:00"
Москва,Северный административный округ,район Западное Дегунино,Учебно-консультационный пункт по гражданской обороне и чрезвычайным ситуациям района Западное Дегунино,Государственное бюджетное учреждение «Жилищник района Западное Дегунино»,ukp,"город Москва, улица Ангарская, дом 20 корпус 1",(499) 488-99-54,Gbu-zd@pnao.mos.ru,,55.874933009,37.516295111,https://data.mos.ru/opendata/1135,"Учебно-консультационный пункт по ГО и ЧС. график: вт 15:00-17:00, чт 15:00-17:00"
Москва,Северный административный округ,Бескудниковский район,Учебно-консультационный пункт по гражданской обороне и чрезвычайным ситуациям Бескудниковского района,Государственное бюджетное учреждение «Жилищник Бескуднинского района»,ukp,"город Москва, Бескудниковский бульвар, дом 32 А",(499) 487-04-90,aysina2016@yandex.ru,,55.8719212,37.55591002,https://data.mos.ru/opendata/1135,"Учебно-консультационный пункт по ГО и ЧС. график: вт 15:00-17:00, чт 15:00-17:00"
Москва,Северный административный округ,район Восточное Дегунино,Учебно-консультационный пункт по гражданской обороне и чрезвычайным ситуациям района Восточное Дегунино,Государственное бюджетное учреждение «Жилищник района Восточное Дегунино»,ukp,"город Москва, Керамический проезд, дом 57, корпус 3",(499) 900-39-46,gbu-vd@mail.ru,,55.878642625,37.563762669,https://data.mos.ru/opendata/1135,"Учебно-консультационный пункт по ГО и ЧС. график: вт 15:00-17:00, чт 15:00-17:00"
Москва,Северный административный округ,район Коптево,Учебно-консультационный пункт по гражданской обороне и чрезвычайным ситуациям района Коптево,Государственное бюджетное учреждение «Жилищник района Коптево» (ОДС № 5),ukp,"город Москва, 3-й Новомихалковский проезд, дом 4",(499) 153-25-81,1955117@bk.ru,,55.840796895,37.542873576,https://data.mos.ru/opendata/1135,"Учебно-консультационный пункт по ГО и ЧС. график: вт 15:00-17:00, чт 15:00-17:00"
Москва,Северный административный округ,Дмитровский район,Учебно-консультационный пункт по гражданской обороне и чрезвычайным ситуациям Дмитровского района,Государственное бюджетное учреждение «Жилищник Дмитровского района»,ukp,"город Москва, улица Лобненская, дом 15 корпус 1",(916) 265-61-89,TitevaNV@pnao.mos.ru,,55.89097594,37.52699131,https://data.mos.ru/opendata/1135,"Учебно-консультационный пункт по ГО и ЧС. график: вт 15:00-17:00, чт 15:00-17:00"
Москва,Северо-Восточный административный округ,Алтуфьевский район,Учебно-консультационный пункт по гражданской обороне и чрезвычайным ситуациям района Алтуфьевский (Путевой проезд),Государственное бюджетное учреждение «Жилищник Алтуфьевского района» (ОДС),ukp,"город Москва, Путевой проезд, дом 24",(499) 902-22-20,gbu.altuf@mail.ru,,55.874525008,37.573557606,https://data.mos.ru/opendata/1135,"Учебно-консультационный пункт по ГО и ЧС. график: вт 15:00-17:00, чт 15:00-17:00"
Москва,Северо-Западный административный округ,район Куркино,Учебно-консультационный пункт по гражданской обороне и чрезвычайным ситуациям района Куркино,Государственное казенное учреждение «Жилищник района Куркино» (диспетчерская),ukp,"город Москва, улица Соколово-Мещерская, дом 14",(499) 401-99-13,Ob.kurkino@mail.ru,,55.896017127,37.389780121,https://data.mos.ru/opendata/1135,"Учебно-консультационный пункт по ГО и ЧС. график: вт 15:00-17:00, чт 15:00-17:00"
Москва,Северо-Западный административный округ,район Северное Тушино,Учебно-консультационный пункт по гражданской обороне и чрезвычайным ситуациям района Северное Тушино,Государственное бюджетное учреждение «Жилищник района Северное Тушино»,ukp,"город Москва, улица Героев Панфиловцев, дом 3, строение 1",(495) 948-74-02,gbu-stushino@mail.ru,,55.853876558,37.436928721,https://data.mos.ru/opendata/1135,"Учебно-консультационный пункт по ГО и ЧС. график: вт 15:00-17:00, чт 15:00-17:00"
Москва,Северо-Западный административный округ,район Южное Тушино,Учебно-консультационный пункт по гражданской обороне и чрезвычайным ситуациям района Южное Тушино,"ГБУ Жилищник района Южное Тушино, филиал",ukp,"город Москва, улица Фабрициуса, дом 9",(499) 492-11-12,gochsgbu@mail.ru,,55.842968436,37.441919107,https://data.mos.ru/opendata/1135,"Учебно-консультационный пункт по ГО и ЧС. график: вт 15:00-17:00, чт 15:00-17:00"
Москва,Троицкий административный округ,район Троицк,Учебно-консультационный уголок по гражданской обороне и чрезвычайным ситуациям района Троицк (Сиреневый бульвар),Управляющая компания ООО «Троицкжилсервис»,ukp,"город Троицк, улица Сиреневый бульвар, дом 10",(495) 851-20-43,ooo_tgs@mail.ru,,55.472148447,37.296478164,https://data.mos.ru/opendata/1135,"Учебно-консультационный пункт по ГО и ЧС. график: пн 10:00-17:00, вт 10:00-17:00, ср 10:00-17:00, чт 10:00-17:00, пт 10:00-17:00"
Москва,Юго-Западный административный округ,Обручевский район,Учебно-консультационный пункт по гражданской обороне и чрезвычайным ситуациям района Обручевский,"Государственное бюджетное учреждение «Жилищник района Обручевский» (ЕДДС, вход со стороны улицы Новаторов)",ukp,"город Москва, улица Новаторов, дом 6",(905) 947-87-61,gbu-obruch@uzao.mos.ru,,55.668560205,37.523320819,https://data.mos.ru/opendata/1135,"Учебно-консультационный пункт по ГО и ЧС. график: пн 08:00-17:00, вт 08:00-17:00, ср 08:00-17:00, чт 08:00-17:00, пт 08:00-15:45"
Москва,Юго-Западный административный округ,район Северное Бутово,Учебно-консультационный пункт по гражданской обороне и чрезвычайным ситуациям района Северное Бутово,"Государственное бюджетное учреждение «Жилищник района Северное Бутово» (вход с южного торца здания, 1-й этаж)",ukp,"город Москва, улица Грина, дом 1 корпус 2",(495) 711-18-18,gbusb@uzao.mos.ru,,55.562121204,37.582444984,https://data.mos.ru/opendata/1135,"Учебно-консультационный пункт по ГО и ЧС. график: пн 08:00-17:00, вт 08:00-17:00, ср 08:00-17:00, чт 08:00-17:00, пт 08:00-15:45"
Москва,Юго-Западный административный округ,район Черёмушки,Учебно-консультационный пункт по гражданской обороне и чрезвычайным ситуациям района Черемушки,"Государственное бюджетное учреждение «Жилищник района Черёмушки» (ОДС 1084, 1-й этаж, вход со стороны сквера)",ukp,"город Москва, улица Новочерёмушкинская, дом 50",(915) 034-14-10,gbucherem@uzao.mos.ru,,55.670750227,37.566390824,https://data.mos.ru/opendata/1135,"Учебно-консультационный пункт по ГО и ЧС. график: пн 08:00-17:00, вт 08:00-17:00, ср 08:00-17:00, чт 08:00-17:00, пт 08:00-15:45"
Москва,Юго-Западный административный округ,район Ясенево,Учебно-консультационный пункт по гражданской обороне и чрезвычайным ситуациям района Ясенево,Управа района Ясенево города Москвы,ukp,"город Москва, улица Паустовского, дом 8, корпус 1",(926) 754-09-59,UZAO-yasenevo@mos.ru,,55.599108439,37.538355812,https://data.mos.ru/opendata/1135,"Учебно-консультационный пункт по ГО и ЧС. график: пн 08:00-17:00, вт 08:00-17:00, ср 08:00-17:00, чт 08:00-17:00, пт 08:00-15:45"
Москва,Западный административный округ,Можайский район,Учебно-консультационный пункт по гражданской обороне и чрезвычайным ситуациям района Можайский,Государственное бюджетное учреждение «Жилищник района Можайский» (участок № 5),ukp,"город Москва, улица Барвихинская, дом 16, корпус 1",(909) 959-46-26,gbu_mozh@pzao.mos.ru,,55.719983312,37.388383407,https://data.mos.ru/opendata/1135,"Учебно-консультационный пункт по ГО и ЧС. график: вт 15:00-17:00, чт 15:00-17:00"
Москва,Северо-Восточный административный округ,Бабушкинский район,Учебно-консультационный пункт по гражданской обороне и чрезвычайным ситуациям района Бабушкинский (улица Менжинского),Государственное бюджетное учреждение «Жилищник Бабушкинского района» (вывеска УКП),ukp,"город Москва, улица Менжинского, дом 23, корпус 1, 2 этаж",(495) 276-49-42,gbu_bsh@mail.ru,,55.869758473,37.660437363,https://data.mos.ru/opendata/1135,"Учебно-консультационный пункт по ГО и ЧС. график: вт 15:00-17:00, чт 15:00-17:00. Контактный номер телефона 8-495-276-49-42, добавочный 7"
Москва,Северо-Восточный административный округ,район Бибирево,Учебно-консультационный пункт по гражданской обороне и чрезвычайным ситуациям района Бибирево (улица Пришвина),Управа района Бибирево,ukp,"город Москва, улица Пришвина, дом 12, корпус 2",(499) 901-11-10; (495) 533-00-22; (903) 700-85-39,gbu_bibirevo@bk.ru; eduard.grigoryan@list.ru,,55.887567817,37.597506076,https://data.mos.ru/opendata/1135,"Учебно-консультационный пункт по ГО и ЧС. график: вт 15:00-17:00, чт 15:00-17:00"
Москва,Троицкий административный округ,район Троицк,Учебно-консультационный уголок по гражданской обороне и чрезвычайным ситуациям района Троицк (микрорайон «В»),Управляющая компания ООО «ЖЭК Комфорт»,ukp,"город Троицк, микрорайон «В», дом 57",(495) 851-09-44,dvbishovec@mail.ru,,55.48736969,37.300401539,https://data.mos.ru/opendata/1135,"Учебно-консультационный пункт по ГО и ЧС. график: пн 10:00-17:00, вт 10:00-17:00, ср 10:00-17:00, чт 10:00-17:00, пт 10:00-17:00"
Москва,Западный административный округ,район Филёвский Парк,Учебно-консультационный пункт по гражданской обороне и чрезвычайным ситуациям района Филёвский парк,Государственное бюджетное учреждение «Жилищник района Филёвский Парк»,ukp,"город Москва, улица Новозаводская, дом 23/8, корпус 2",(903) 116-83-81; (495) 790-21-35,info@gbu-fp.ru,,55.752602209,37.502142707,https://data.mos.ru/opendata/1135,"Учебно-консультационный пункт по ГО и ЧС. график: вт 15:00-17:00, чт 15:00-17:00. (495) 790-21-35, доб. 6013"
Москва,Северо-Восточный административный округ,район Северный,Учебно-консультационный пункт по гражданской обороне и чрезвычайным ситуациям района Северный (Челобитьевское шоссе),Государственное бюджетное учреждение «Жилищник района Северный» (ОДС),ukp,"город Москва, Челобитьевское шоссе, дом 10, корпус 1",(495) 984-39-08,sever-ros@mail.ru,,55.913895652,37.552150047,https://data.mos.ru/opendata/1135,"Учебно-консультационный пункт по ГО и ЧС. график: вт 15:00-17:00, чт 15:00-17:00. телефон: (495) 984-39-08 доб. 306"
Москва,Восточный административный округ,район Восточный,Учебно-консультационный пункт по гражданской обороне и чрезвычайным ситуациям района Восточный,Государственное бюджетное учреждение «Жилищник района Восточный»,ukp,"город Москва, улица 9 Мая, дом 28",(910) 481-53-33; (906) 799-87-86,29may74@mail.ru,,55.817561512,37.875251174,https://data.mos.ru/opendata/1135,"Учебно-консультационный пункт по ГО и ЧС. график: вт 15:00-17:00, чт 15:00-17:00"
Москва,Восточный административный округ,район Метрогородок,Учебно-консультационный пункт по гражданской обороне и чрезвычайным ситуациям района Метрогородок,Государственное бюджетное учреждение «Жилищник района Метрогородок»,ukp,"город Москва, Открытое шоссе, дом 19, корпус 6",(927) 027-54-79,ChepurinAA@pvao.mos.ru,,55.824935856,37.750268159,https://data.mos.ru/opendata/1135,"Учебно-консультационный пункт по ГО и ЧС. график: вт 15:00-17:00, чт 15:00-17:00"
Москва,Восточный административный округ,район Новокосино,Учебно-консультационный пункт по гражданской обороне и чрезвычайным ситуациям района Новокосино,Государственное бюджетное учреждение «Жилищник района Новокосино»,ukp,"город Москва, улица Новокосинская, дом 14, корпус 1",(901) 761-18-01,solo8187@yandex.ru,,55.737018183,37.858484559,https://data.mos.ru/opendata/1135,"Учебно-консультационный пункт по ГО и ЧС. график: вт 15:00-17:00, чт 15:00-17:00. телефон: 8 (495) 701-07-35 доб. 1616"
Москва,Восточный административный округ,район Соколиная Гора,Учебно-консультационный пункт по гражданской обороне и чрезвычайным ситуациям района Соколиная гора,"Государственное бюджетное учреждение «Жилищник района Соколиная гора» (подвальное помещение, вывеска УКП)",ukp,"город Москва, улица Уткина, дом 40А",(962) 639-55-18; (933) 777-07-67,MoshkhoevTA@pvao.mos.ru,,55.763883359,37.744805703,https://data.mos.ru/opendata/1135,"Учебно-консультационный пункт по ГО и ЧС. график: вт 15:00-17:00, чт 15:00-17:00"
Москва,Восточный административный округ,район Сокольники,Учебно-консультационный пункт по гражданской обороне и чрезвычайным ситуациям района Сокольники,"Государственное бюджетное учреждение «Жилищник района Сокольники» (подвальное помещение, вывеска УКП)",ukp,"город Москва, улица Стромынка, дом 3",(903) 210-80-32,svk63@bk.ru,,55.790648931,37.683166533,https://data.mos.ru/opendata/1135,"Учебно-консультационный пункт по ГО и ЧС. график: вт 15:00-17:00, чт 15:00-17:00"
Москва,Юго-Восточный административный округ,Нижегородский район,Учебно-консультационный пункт по гражданской обороне и чрезвычайным ситуациям района Нижегородский,Государственное бюджетное учреждение «Жилищник Нижегородского района»,ukp,"город Москва, 2-й Карачаровский проезд, дом 2",(495) 671-62-63,dez_nizegor@mail.ru,,55.73098754,37.71668272,https://data.mos.ru/opendata/1135,"Учебно-консультационный пункт по ГО и ЧС. график: вт 15:00-17:00, чт 15:00-17:00"
Москва,Юго-Восточный административный округ,район Некрасовка,Учебно-консультационный пункт по гражданской обороне и чрезвычайным ситуациям района Некрасовка,Государственное бюджетное учреждение «Жилищник района Некрасовка»,ukp,"город Москва, улица Некрасовская, дом 7",(499) 746-73-81,dir_nekrasovka@mail.ru,,55.681155221,37.92474997,https://data.mos.ru/opendata/1135,"Учебно-консультационный пункт по ГО и ЧС. график: вт 15:00-17:00, чт 15:00-17:00"
Москва,Южный административный округ,район Орехово-Борисово Южное,Учебно-консультационный пункт по гражданской обороне и чрезвычайным ситуациям района Орехово-Борисово Южное,Государственное бюджетное учреждение «Жилищник района Орехово-Борисово Южное» (ОДС № 484),ukp,"город Москва, Гурьевский проезд, дом 23, корпус 3, этаж 2",(926) 106-77-73,gbuobu@mail.ru,,55.607963559,37.753285543,https://data.mos.ru/opendata/1135,"Учебно-консультационный пункт по ГО и ЧС. график: вт 15:00-17:00, чт 15:00-17:00"
Москва,Южный административный округ,район Зябликово,Учебно-консультационный пункт по гражданской обороне и чрезвычайным ситуациям района Зябликово,ГБУ Жилищник района «Зябликово»,ukp,"город Москва, ул.Шипиловская,д.60,к.1, подъезд № 3",(905) 723-46-26; (926) 971-45-86,gbu-go@mail.ru,,55.621683326,37.747312072,https://data.mos.ru/opendata/1135,"Учебно-консультационный пункт по ГО и ЧС. график: вт 15:00-17:00, чт 15:00-17:00. г. Москва, ул.Шипиловская, д.60, к.1, подьезд 3,1 этаж"
Москва,Юго-Западный административный округ,район Зюзино,Учебно-консультационный пункт по гражданской обороне и чрезвычайным ситуациям района Зюзино,"Государственное бюджетное учреждение «Жилищник района Зюзино» (6 участок, 1-й этаж административного здания, 1-й подъезд)",ukp,"город Москва, улица Фруктовая, дом 18",(926) 448-45-40,gbuzuzino@mail.ru,,55.662208866,37.607997649,https://data.mos.ru/opendata/1135,"Учебно-консультационный пункт по ГО и ЧС. график: пн 08:00-17:00, вт 08:00-17:00, ср 08:00-17:00, чт 08:00-17:00, пт 08:00-15:45"
Москва,Юго-Западный административный округ,район Коньково,Учебно-консультационный пункт по гражданской обороне и чрезвычайным ситуациям района Коньково,"Государственное бюджетное учреждение «Жилищник района Коньково» (4 участок, после 4 подъезда дверь у торца здания)",ukp,"город Москва, улица Миклухо-Маклая, дом 38",(916) 261-35-59,gbukonkovo@uzao.mos.ru,,55.638798601,37.536628081,https://data.mos.ru/opendata/1135,"Учебно-консультационный пункт по ГО и ЧС. график: пн 08:00-17:00, вт 08:00-17:00, ср 08:00-17:00, чт 08:00-17:00, пт 08:00-15:45"
Москва,Южный административный округ,Нагорный район,Учебно-консультационный пункт по гражданской обороне и чрезвычайным ситуациям района Нагорный,"Государственное бюджетное учреждение «Жилищник района Нагорный» (инженерная служба, участок № 7)",ukp,"город Москва, Варшавское шоссе, дом 77, корпус 2, этаж 2, кабинет 205",(499) 619-46-35,gbunagornyi@yandex.ru,,55.657663905,37.621293759,https://data.mos.ru/opendata/1135,"Учебно-консультационный пункт по ГО и ЧС. график: вт 15:00-17:00, чт 15:00-17:00"
Москва,Южный административный округ,район Нагатинский Затон,Учебно-консультационный пункт по гражданской обороне и чрезвычайным ситуациям района Нагатинский Затон,"Государственное бюджетное учреждение «Жилищник района Нагатинский Затон» (участок № 5, ОДС № 302)",ukp,"город Москва, Коломенская набережная, дом 6, корпус 2, этаж 1",(499) 617-21-11,gbu-nz@yandex.ru,,55.683684291,37.707148388,https://data.mos.ru/opendata/1135,"Учебно-консультационный пункт по ГО и ЧС. график: вт 15:00-17:00, чт 15:00-17:00"
Москва,Юго-Западный административный округ,район Тёплый Стан,Учебно-консультационный пункт по гражданской обороне и чрезвычайным ситуациям района Теплый стан,"ОДС 629 ГБУ Жилищник района Теплый Стан, отдельных вход с фасада здания, 2 этаж",ukp,"город Москва, улица Тёплый Стан, дом 12, корп. 5",(968) 495-18-60,GBU-TS@uzao.mos.ru,,55.630799574,37.485929901,https://data.mos.ru/opendata/1135,"Учебно-консультационный пункт по ГО и ЧС. график: пн 08:00-17:00, вт 08:00-17:00, ср 08:00-17:00, чт 08:00-17:00, пт 08:00-15:45"
Москва,Западный административный округ,район Раменки,Учебно-консультационный пункт по гражданской обороне и чрезвычайным ситуациям района Раменки,Государственное бюджетное учреждение «Жилищник района Раменки» (участок № 7),ukp,"город Москва, Мичуринский проспект, дом 54, корпус 3",(985) 413-11-10,gburamenki@yandex.ru,,55.694124392,37.487305436,https://data.mos.ru/opendata/1135,"Учебно-консультационный пункт по ГО и ЧС. график: вт 15:00-17:00, чт 15:00-17:00"
Москва,Северный административный округ,район Беговой,Учебно-консультационный пункт по гражданской обороне и чрезвычайным ситуациям района Беговой,Государственное бюджетное учреждение «Жилищник района Беговой»,ukp,"город Москва, улица Расковой, дом 14",(915) 180-62-04,TkachukAV2@pnao.mos.ru,,55.786295137,37.572282998,https://data.mos.ru/opendata/1135,"Учебно-консультационный пункт по ГО и ЧС. график: вт 15:00-17:00, чт 15:00-17:00"
Москва,Северный административный округ,район Ховрино,Учебно-консультационный пункт по гражданской обороне и чрезвычайным ситуациям района Ховрино,Государственное бюджетное учреждение «Жилищник района Ховрино»,ukp,"город Москва, улица Онежская, дом 47",(499) 767-17-93,GOHovrino@yandex.ru,,55.858105812,37.509220147,https://data.mos.ru/opendata/1135,"Учебно-консультационный пункт по ГО и ЧС. график: вт 15:00-17:00, чт 15:00-17:00"
Москва,Центральный административный округ,Пресненский район,Учебно-консультационный пункт по гражданской обороне и чрезвычайным ситуациям района Пресненский,помещение Государственного бюджетного учреждения «Жилищник Пресненского района» (вывеска УКП),ukp,"город Москва, Шмитовский проезд, дом 2,строение 2-3, этаж 2",(499) 579-82-59,zhilichnik.presnya@pcao.mos.ru,,55.760211266,37.556671492,https://data.mos.ru/opendata/1135,"Учебно-консультационный пункт по ГО и ЧС. график: вт 14:00-17:00, чт 14:00-17:00"
Москва,Северный административный округ,Хорошёвский район,Учебно-консультационный пункт по гражданской обороне и чрезвычайным ситуациям Хорошёвского района,Управа Хорошевского района,ukp,"город Москва, Хорошёвское шоссе, дом 84,корпус 3",(499) 195-43-37,sao-hor@mos.ru,,55.779149513,37.519762285,https://data.mos.ru/opendata/1135,"Учебно-консультационный пункт по ГО и ЧС. график: вт 15:00-17:00, чт 15:00-17:00"
Москва,Северо-Восточный административный округ,район Марьина Роща,Учебно-консультационный пункт по гражданской обороне и чрезвычайным ситуациям района Марьина Роща,Управа района Марьина Роща,ukp,"город Москва, 2-я Ямская улица, дом 15",(495) 602-64-67,mrospr@svao.mos.ru,,55.795055702,37.608855241,https://data.mos.ru/opendata/1135,"Учебно-консультационный пункт по ГО и ЧС. график: вт 15:00-17:00, чт 15:00-17:00"
Москва,Северо-Восточный административный округ,Останкинский район,Учебно-консультационный пункт по гражданской обороне и чрезвычайным ситуациям района Останкинский (улица Академика Королева),Государственное бюджетное учреждение «Жилищник Останкинского района» (вывеска УКП),ukp,"город Москва, улица Академика Королева, дом 9, корпус 1, этаж 1",(495) 683-57-13; (495) 616-34-22,ostankino.ukp2@mail.ru,,55.820962809,37.623189107,https://data.mos.ru/opendata/1135,"Учебно-консультационный пункт по ГО и ЧС. график: вт 15:00-17:00, чт 15:00-17:00"
Москва,Западный административный округ,район Кунцево,Учебно-консультационный пункт по гражданской обороне и чрезвычайным ситуациям района Кунцево,Государственное бюджетное учреждение «Жилищник района Кунцево» (участок № 1),ukp,"город Москва, улица Ельнинская, дом 20, корпус 2",(495) 630-34-52; (985) 369-20-38,grk@gbu-kuntsevo.ru,,55.739670998,37.421690365,https://data.mos.ru/opendata/1135,"Учебно-консультационный пункт по ГО и ЧС. график: вт 15:00-17:00, чт 15:00-17:00"
Москва,Северо-Западный административный округ,район Хорошёво-Мнёвники,Учебно-консультационный пункт по гражданской обороне и чрезвычайным ситуациям района Хорошево-Мневники,Государственное бюджетное учреждение «Жилищник района Хорошёво-Мнёвники» (РЭУ № 3),ukp,"город Москва, Карамышевская набережная, дом 50",(499) 191-40-86,info@dez-hm.ru,,55.7734615,37.462403086,https://data.mos.ru/opendata/1135,"Учебно-консультационный пункт по ГО и ЧС. график: вт 15:00-17:00, чт 15:00-17:00. Телефон (499) 191-40-86 доб. 252"
